offense,offense_conference,defense,defense_conference,game_id,id,drive_number,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Illinois,Big Ten,Minnesota,Big Ten,401112149,40111214915,14,true,2,75,75,1,32,2,28,28,0,13,1,19,9,47,FG
Minnesota,Big Ten,Illinois,Big Ten,401112149,40111214916,15,false,2,25,75,0,13,2,24,76,0,0,,13,1,-1,END OF HALF
Minnesota,Big Ten,Illinois,Big Ten,401112149,40111214917,16,true,3,25,75,15,0,3,100,0,12,53,2,7,4,75,TD
Illinois,Big Ten,Minnesota,Big Ten,401112149,40111214918,17,false,3,90,90,12,53,3,81,81,10,51,2,2,3,9,PUNT
Minnesota,Big Ten,Illinois,Big Ten,401112149,40111214919,18,true,3,35,65,10,51,3,100,0,7,52,2,59,6,65,TD
Illinois,Big Ten,Minnesota,Big Ten,401112149,40111214920,19,false,3,78,78,7,52,3,44,44,4,31,3,21,9,34,PUNT
Minnesota,Big Ten,Illinois,Big Ten,401112149,40111214921,20,true,3,2,98,4,31,3,7,93,2,27,2,4,4,5,FUMBLE TD
Minnesota,Big Ten,Illinois,Big Ten,401112149,40111214923,21,true,3,25,75,2,27,4,100,0,12,48,4,39,8,75,TD
Illinois,Big Ten,Minnesota,Big Ten,401112149,40111214924,22,false,4,75,75,12,48,4,70,70,11,51,,57,3,5,PUNT
Minnesota,Big Ten,Illinois,Big Ten,401112149,40111214925,23,false,4,25,75,11,51,4,39,61,8,44,3,7,4,14,PUNT
Illinois,Big Ten,Minnesota,Big Ten,401112149,40111214926,24,false,4,90,90,8,44,4,59,59,5,41,3,3,8,31,DOWNS
Minnesota,Big Ten,Illinois,Big Ten,401112149,40111214927,25,true,4,59,41,5,41,4,91,9,0,51,4,50,9,32,FG
Illinois,Big Ten,Minnesota,Big Ten,401112149,40111214928,26,false,4,75,75,0,51,4,56,56,0,0,,51,6,19,END OF GAME
Illinois,Big Ten,Michigan,Big Ten,401112150,4011121501,1,false,1,25,75,15,0,1,32,68,13,22,1,38,3,7,PUNT
Michigan,Big Ten,Illinois,Big Ten,401112150,4011121502,2,true,1,65,65,13,22,1,0,0,11,20,2,2,5,65,TD
Illinois,Big Ten,Michigan,Big Ten,401112150,4011121503,3,false,1,25,75,11,20,1,30,70,9,51,1,29,3,5,PUNT
Michigan,Big Ten,Illinois,Big Ten,401112150,4011121504,4,false,1,82,82,9,51,1,16,16,5,13,4,38,11,65,MISSED FG
Illinois,Big Ten,Michigan,Big Ten,401112150,4011121505,5,false,1,20,80,5,13,1,48,52,1,54,3,19,7,28,PUNT
Michigan,Big Ten,Illinois,Big Ten,401112150,4011121506,6,true,1,70,70,1,54,1,0,0,0,59,,55,4,70,TD
Illinois,Big Ten,Michigan,Big Ten,401112150,4011121507,7,false,1,29,71,0,59,2,39,61,12,23,3,36,7,10,PUNT
Michigan,Big Ten,Illinois,Big Ten,401112150,4011121508,8,true,2,7,7,12,23,2,0,0,12,19,,4,1,7,TD
Illinois,Big Ten,Michigan,Big Ten,401112150,4011121509,9,false,2,25,75,12,19,2,29,71,10,59,1,20,3,4,PUNT
Michigan,Big Ten,Illinois,Big Ten,401112150,40111215010,10,false,2,99,99,10,59,2,50,50,8,28,2,31,5,59,FUMBLE
Illinois,Big Ten,Michigan,Big Ten,401112150,40111215011,11,false,2,40,60,8,28,2,43,57,7,8,1,20,3,3,PUNT
Michigan,Big Ten,Illinois,Big Ten,401112150,40111215012,12,true,2,80,80,7,8,2,0,0,4,33,2,35,5,80,TD
Illinois,Big Ten,Michigan,Big Ten,401112150,40111215013,13,false,2,26,74,4,33,2,24,76,2,59,1,34,3,-2,PUNT
Michigan,Big Ten,Illinois,Big Ten,401112150,40111215014,14,false,2,75,75,2,59,2,74,74,1,58,1,1,3,1,PUNT
Illinois,Big Ten,Michigan,Big Ten,401112150,40111215015,15,true,2,33,67,1,58,2,100,0,0,55,1,3,6,67,TD
Michigan,Big Ten,Illinois,Big Ten,401112150,40111215016,16,false,2,75,75,0,55,2,63,63,0,0,,55,3,12,END OF HALF
Michigan,Big Ten,Illinois,Big Ten,401112150,40111215017,17,false,3,75,75,15,0,3,80,80,13,37,1,23,3,-5,PUNT
Illinois,Big Ten,Michigan,Big Ten,401112150,40111215018,18,true,3,37,63,13,37,3,68,32,10,14,3,23,10,31,FG
Michigan,Big Ten,Illinois,Big Ten,401112150,40111215019,19,false,3,75,75,10,14,3,45,45,8,27,1,47,7,26,DOWNS
Illinois,Big Ten,Michigan,Big Ten,401112150,40111215020,20,true,3,20,80,7,57,3,100,0,0,30,7,27,15,80,TD
Michigan,Big Ten,Illinois,Big Ten,401112150,40111215021,21,false,3,75,75,0,30,4,70,70,14,54,,36,2,11,FUMBLE
Illinois,Big Ten,Michigan,Big Ten,401112150,40111215022,22,true,4,64,36,14,54,4,100,0,12,50,2,4,6,36,TD
Michigan,Big Ten,Illinois,Big Ten,401112150,40111215023,23,true,4,79,79,12,50,4,0,0,8,57,3,53,10,79,TD
Illinois,Big Ten,Michigan,Big Ten,401112150,40111215024,24,false,4,25,75,8,57,4,25,75,8,50,,7,1,-5,FUMBLE
Michigan,Big Ten,Illinois,Big Ten,401112150,40111215025,25,false,4,20,20,8,50,4,12,12,7,14,1,36,4,8,DOWNS
Illinois,Big Ten,Michigan,Big Ten,401112150,40111215026,26,false,4,12,88,7,14,4,13,87,6,25,,49,2,-11,FUMBLE
Michigan,Big Ten,Illinois,Big Ten,401112150,40111215027,27,true,4,1,1,6,25,4,0,0,6,21,,4,1,1,TD
Illinois,Big Ten,Michigan,Big Ten,401112150,40111215028,28,false,4,25,75,6,21,4,20,80,5,17,1,4,3,-5,PUNT
Michigan,Big Ten,Illinois,Big Ten,401112150,40111215029,29,false,4,60,60,5,17,4,16,16,0,0,5,17,7,44,END OF GAME
Wisconsin,Big Ten,Illinois,Big Ten,401112151,4011121511,1,true,1,75,75,15,0,1,0,0,9,15,5,45,11,75,TD
Illinois,Big Ten,Wisconsin,Big Ten,401112151,4011121512,2,false,1,25,75,9,15,1,51,49,6,34,2,41,6,26,PUNT
Wisconsin,Big Ten,Illinois,Big Ten,401112151,4011121513,3,false,1,97,97,6,34,1,96,96,4,26,2,8,3,1,PUNT
Illinois,Big Ten,Wisconsin,Big Ten,401112151,4011121514,4,false,1,60,40,4,26,1,78,22,3,13,1,13,5,18,MISSED FG
Wisconsin,Big Ten,Illinois,Big Ten,401112151,4011121515,5,true,1,78,78,3,13,2,6,6,12,2,6,11,11,72,FG
Illinois,Big Ten,Wisconsin,Big Ten,401112151,4011121516,6,false,2,25,75,12,2,2,24,76,10,32,1,30,3,-1,PUNT
Wisconsin,Big Ten,Illinois,Big Ten,401112151,4011121517,7,false,2,62,62,10,32,2,31,31,7,20,3,12,7,25,FUMBLE
Illinois,Big Ten,Wisconsin,Big Ten,401112151,4011121518,8,true,2,37,63,7,20,2,100,0,5,53,1,27,4,63,TD
Wisconsin,Big Ten,Illinois,Big Ten,401112151,4011121519,9,true,2,65,65,5,53,2,27,27,1,47,4,6,10,38,FG
Illinois,Big Ten,Wisconsin,Big Ten,401112151,40111215110,10,false,2,25,75,1,47,2,43,57,0,9,1,38,5,18,PUNT
Wisconsin,Big Ten,Illinois,Big Ten,401112151,40111215111,11,false,2,75,75,0,9,2,77,77,0,0,,9,1,-2,END OF HALF
Illinois,Big Ten,Wisconsin,Big Ten,401112151,40111215112,12,false,3,25,75,15,0,3,26,74,14,12,,48,3,1,PUNT
Wisconsin,Big Ten,Illinois,Big Ten,401112151,40111215113,13,false,3,55,55,14,12,3,48,48,12,8,2,4,3,7,PUNT
Illinois,Big Ten,Wisconsin,Big Ten,401112151,40111215114,14,false,3,5,95,12,8,3,11,89,11,11,,57,3,19,FUMBLE
Wisconsin,Big Ten,Illinois,Big Ten,401112151,40111215115,15,true,3,15,15,11,11,3,0,0,10,31,,40,2,15,TD
Illinois,Big Ten,Wisconsin,Big Ten,401112151,40111215116,16,false,3,25,75,10,31,3,23,77,9,1,1,30,4,-2,PUNT
Wisconsin,Big Ten,Illinois,Big Ten,401112151,40111215117,17,false,3,78,78,9,1,3,19,19,2,39,6,22,11,59,MISSED FG
Illinois,Big Ten,Wisconsin,Big Ten,401112151,40111215118,18,true,3,20,80,2,39,3,100,0,0,48,1,51,6,80,TD
Wisconsin,Big Ten,Illinois,Big Ten,401112151,40111215119,19,true,3,75,75,0,48,4,2,2,9,46,6,2,11,73,FG
Illinois,Big Ten,Wisconsin,Big Ten,401112151,40111215120,20,false,4,25,75,9,46,4,45,55,8,11,1,35,6,20,DOWNS
Wisconsin,Big Ten,Illinois,Big Ten,401112151,40111215121,21,false,4,45,45,8,11,4,25,25,7,12,,59,3,26,FUMBLE
Illinois,Big Ten,Wisconsin,Big Ten,401112151,40111215122,22,true,4,25,75,7,12,4,100,0,5,53,1,19,4,75,TD
Wisconsin,Big Ten,Illinois,Big Ten,401112151,40111215123,23,false,4,75,75,5,53,4,55,55,2,32,3,21,6,20,INT
Illinois,Big Ten,Wisconsin,Big Ten,401112151,40111215124,24,true,4,47,53,2,32,4,35,65,0,0,2,32,9,32,END OF GAME
Purdue,Big Ten,Illinois,Big Ten,401112152,4011121521,1,false,1,25,75,15,0,1,55,45,12,12,2,48,7,30,PUNT
Illinois,Big Ten,Purdue,Big Ten,401112152,4011121522,2,false,1,85,85,12,12,1,81,81,10,27,1,45,4,4,PUNT
Purdue,Big Ten,Illinois,Big Ten,401112152,4011121523,3,false,1,33,67,10,27,1,38,62,9,16,1,11,3,5,PUNT
Illinois,Big Ten,Purdue,Big Ten,401112152,4011121524,4,false,1,84,84,9,16,1,81,81,7,52,1,24,3,3,PUNT
Purdue,Big Ten,Illinois,Big Ten,401112152,4011121525,5,false,1,42,58,7,52,1,54,46,6,17,1,35,5,12,PUNT
Illinois,Big Ten,Purdue,Big Ten,401112152,4011121526,6,true,1,87,87,6,17,1,20,20,2,47,3,30,8,67,FG
Purdue,Big Ten,Illinois,Big Ten,401112152,4011121527,7,false,1,25,75,2,47,2,55,45,14,13,3,34,8,30,PUNT
Illinois,Big Ten,Purdue,Big Ten,401112152,4011121528,8,false,2,80,80,14,13,2,65,65,11,36,2,37,5,15,PUNT
Purdue,Big Ten,Illinois,Big Ten,401112152,4011121529,9,true,2,1,99,11,36,2,9,91,9,58,1,38,4,8,INT TD
Purdue,Big Ten,Illinois,Big Ten,401112152,40111215211,10,false,2,23,77,9,58,2,23,77,9,7,,51,3,0,PUNT
Illinois,Big Ten,Purdue,Big Ten,401112152,40111215212,11,false,2,52,52,9,7,2,14,14,5,6,4,1,9,38,MISSED FG
Purdue,Big Ten,Illinois,Big Ten,401112152,40111215213,12,false,2,20,80,5,6,2,21,79,4,16,,50,3,1,PUNT
Illinois,Big Ten,Purdue,Big Ten,401112152,40111215214,13,true,2,63,63,4,16,2,0,0,1,41,2,35,6,63,TD
Purdue,Big Ten,Illinois,Big Ten,401112152,40111215215,14,false,2,25,75,1,41,2,39,61,0,15,1,26,6,14,PUNT
Illinois,Big Ten,Purdue,Big Ten,401112152,40111215216,15,false,2,77,77,0,15,2,78,78,0,0,,15,1,-1,END OF HALF
Illinois,Big Ten,Purdue,Big Ten,401112152,40111215217,16,false,3,75,75,15,0,3,78,78,13,9,1,51,3,-3,PUNT
Purdue,Big Ten,Illinois,Big Ten,401112152,40111215218,17,false,3,56,44,13,9,3,53,47,11,49,1,20,3,-3,PUNT
Illinois,Big Ten,Purdue,Big Ten,401112152,40111215219,18,false,3,97,97,11,49,3,83,83,8,48,3,1,5,14,PUNT
Purdue,Big Ten,Illinois,Big Ten,401112152,40111215220,19,false,3,48,52,8,48,3,60,40,6,51,1,57,5,12,PUNT
Illinois,Big Ten,Purdue,Big Ten,401112152,40111215221,20,false,3,75,75,6,51,3,70,70,4,54,1,57,3,5,PUNT
Purdue,Big Ten,Illinois,Big Ten,401112152,40111215222,21,false,3,36,64,4,54,3,51,49,3,36,1,18,4,15,FUMBLE
Illinois,Big Ten,Purdue,Big Ten,401112152,40111215223,22,true,3,22,22,3,36,3,0,0,2,35,1,1,3,22,TD
Purdue,Big Ten,Illinois,Big Ten,401112152,40111215224,23,false,3,23,77,2,35,4,52,48,14,55,2,40,8,29,DOWNS
Illinois,Big Ten,Purdue,Big Ten,401112152,40111215225,24,false,4,52,52,14,55,4,37,37,10,54,4,1,6,15,PUNT
Purdue,Big Ten,Illinois,Big Ten,401112152,40111215226,25,true,4,1,99,10,54,4,100,0,5,49,5,5,13,99,TD
Illinois,Big Ten,Purdue,Big Ten,401112152,40111215227,26,false,4,50,50,5,49,4,54,54,1,24,4,25,6,-4,PUNT
Purdue,Big Ten,Illinois,Big Ten,401112152,40111215228,27,false,4,28,72,1,24,4,47,53,0,0,1,24,5,19,END OF GAME
Illinois,Big Ten,Rutgers,Big Ten,401112153,4011121531,1,false,1,26,74,15,0,1,32,68,0,0,,,3,6,PUNT
Rutgers,Big Ten,Illinois,Big Ten,401112153,4011121532,2,false,1,92,92,13,49,1,84,84,0,0,,,3,8,PUNT
Illinois,Big Ten,Rutgers,Big Ten,401112153,4011121533,3,true,1,22,78,11,40,1,100,0,8,38,3,2,8,78,TD
Rutgers,Big Ten,Illinois,Big Ten,401112153,4011121534,4,false,1,75,75,8,38,1,66,66,0,0,,,3,9,PUNT
Illinois,Big Ten,Rutgers,Big Ten,401112153,4011121535,5,true,1,29,71,6,42,1,85,15,2,28,4,14,11,56,FG
Rutgers,Big Ten,Illinois,Big Ten,401112153,4011121536,6,true,1,75,75,2,28,2,0,0,12,25,5,3,11,75,TD
Illinois,Big Ten,Rutgers,Big Ten,401112153,4011121537,7,false,2,25,75,12,25,2,24,76,10,25,2,,3,-1,PUNT
Rutgers,Big Ten,Illinois,Big Ten,401112153,4011121538,8,false,2,72,72,10,25,2,51,51,0,0,,,4,21,PUNT
Illinois,Big Ten,Rutgers,Big Ten,401112153,4011121539,9,false,2,15,85,8,29,2,34,66,0,0,,,8,19,PUNT
Rutgers,Big Ten,Illinois,Big Ten,401112153,40111215310,10,true,2,73,73,4,59,2,7,7,0,15,4,44,9,66,FG
Illinois,Big Ten,Rutgers,Big Ten,401112153,40111215311,11,false,2,25,75,0,15,2,23,77,0,0,,15,1,-2,END OF HALF
Rutgers,Big Ten,Illinois,Big Ten,401112153,40111215312,12,false,3,75,75,15,0,3,70,70,13,23,1,37,3,5,PUNT
Illinois,Big Ten,Rutgers,Big Ten,401112153,40111215313,13,false,3,34,66,13,23,3,35,65,11,50,1,33,3,1,PUNT
Rutgers,Big Ten,Illinois,Big Ten,401112153,40111215314,14,false,3,95,95,11,50,3,87,87,0,0,,,3,8,PUNT
Illinois,Big Ten,Rutgers,Big Ten,401112153,40111215315,15,true,3,44,56,9,51,3,100,0,9,8,,43,2,56,TD
Rutgers,Big Ten,Illinois,Big Ten,401112153,40111215316,16,true,3,75,75,9,8,3,64,64,7,29,1,39,3,11,FUMBLE RETURN TD
Rutgers,Big Ten,Illinois,Big Ten,401112153,40111215318,17,false,3,75,75,7,29,3,45,45,4,48,2,41,5,30,FUMBLE
Illinois,Big Ten,Rutgers,Big Ten,401112153,40111215319,18,true,3,45,55,4,48,3,100,0,3,30,1,18,3,55,TD
Rutgers,Big Ten,Illinois,Big Ten,401112153,40111215320,19,true,3,75,75,3,30,4,52,52,14,9,4,21,8,23,INT TD
Rutgers,Big Ten,Illinois,Big Ten,401112153,40111215322,20,false,4,85,85,14,3,4,78,78,11,53,2,10,3,7,PUNT
Illinois,Big Ten,Rutgers,Big Ten,401112153,40111215323,21,false,4,45,55,11,53,4,51,49,9,7,2,46,3,6,PUNT
Rutgers,Big Ten,Illinois,Big Ten,401112153,40111215324,22,false,4,77,77,9,7,4,54,54,0,0,,,7,23,DOWNS
Illinois,Big Ten,Rutgers,Big Ten,401112153,40111215325,23,false,4,54,46,5,19,4,70,30,0,0,,,4,16,Uncategorized
Illinois,Big Ten,Michigan State,Big Ten,401112154,4011121541,1,false,1,65,65,15,0,1,60,60,13,38,1,22,3,5,PUNT
Michigan State,Big Ten,Illinois,Big Ten,401112154,4011121542,2,true,1,22,78,13,38,1,100,0,10,7,3,31,10,78,TD
Illinois,Big Ten,Michigan State,Big Ten,401112154,4011121543,3,true,1,75,75,10,7,1,22,22,7,10,2,57,9,53,FG
Michigan State,Big Ten,Illinois,Big Ten,401112154,4011121544,4,true,1,25,75,7,10,1,100,0,5,39,1,31,4,75,TD
Illinois,Big Ten,Michigan State,Big Ten,401112154,4011121545,5,false,1,63,63,5,33,1,60,60,0,0,,,3,3,PUNT
Michigan State,Big Ten,Illinois,Big Ten,401112154,4011121546,6,false,1,19,81,4,4,1,19,81,2,41,1,23,3,0,PUNT
Illinois,Big Ten,Michigan State,Big Ten,401112154,4011121547,7,false,1,64,64,2,41,1,60,60,1,53,,48,3,4,PUNT
Michigan State,Big Ten,Illinois,Big Ten,401112154,4011121548,8,true,1,20,80,1,53,2,100,0,12,41,4,12,11,80,TD
Illinois,Big Ten,Michigan State,Big Ten,401112154,4011121549,9,false,2,84,84,12,41,2,79,79,0,0,,,0,5,FUMBLE
Michigan State,Big Ten,Illinois,Big Ten,401112154,40111215410,10,true,2,79,21,12,34,2,100,0,11,24,1,10,3,21,TD
Illinois,Big Ten,Michigan State,Big Ten,401112154,40111215411,11,false,2,68,68,11,19,2,71,71,10,6,1,13,3,-3,PUNT
Michigan State,Big Ten,Illinois,Big Ten,401112154,40111215412,12,false,2,29,71,10,6,2,33,67,0,0,,,3,4,PUNT
Illinois,Big Ten,Michigan State,Big Ten,401112154,40111215413,13,false,2,70,70,9,10,2,60,60,0,0,,,6,10,PUNT
Michigan State,Big Ten,Illinois,Big Ten,401112154,40111215414,14,false,2,19,81,7,5,2,92,8,2,34,4,31,9,73,INT
Illinois,Big Ten,Michigan State,Big Ten,401112154,40111215415,15,false,2,80,80,2,34,2,82,82,0,58,1,36,3,-2,PUNT
Michigan State,Big Ten,Illinois,Big Ten,401112154,40111215416,16,false,2,40,60,0,58,2,59,41,0,32,,26,3,19,INT
Illinois,Big Ten,Michigan State,Big Ten,401112154,40111215417,17,true,2,81,81,0,32,2,0,0,0,0,,32,4,81,TD
Michigan State,Big Ten,Illinois,Big Ten,401112154,40111215418,18,true,3,25,75,15,0,3,95,5,10,59,4,1,9,70,FG
Illinois,Big Ten,Michigan State,Big Ten,401112154,40111215419,19,false,3,75,75,10,59,3,78,78,0,0,,,3,-3,PUNT
Michigan State,Big Ten,Illinois,Big Ten,401112154,40111215420,20,false,3,38,62,9,56,3,36,64,0,0,,,3,-2,PUNT
Illinois,Big Ten,Michigan State,Big Ten,401112154,40111215421,21,false,3,72,72,9,0,3,62,62,0,0,,,6,10,PUNT
Michigan State,Big Ten,Illinois,Big Ten,401112154,40111215422,22,false,3,15,85,8,5,3,43,57,5,31,2,34,7,28,PUNT
Illinois,Big Ten,Michigan State,Big Ten,401112154,40111215423,23,false,3,86,86,5,31,3,82,82,4,11,1,20,3,4,PUNT
Michigan State,Big Ten,Illinois,Big Ten,401112154,40111215424,24,false,3,44,56,4,11,3,57,43,0,0,,,7,13,PUNT
Illinois,Big Ten,Michigan State,Big Ten,401112154,40111215425,25,true,3,91,91,0,50,4,0,0,14,48,1,2,3,91,TD
Michigan State,Big Ten,Illinois,Big Ten,401112154,40111215426,26,false,4,26,74,14,42,4,24,76,12,14,2,28,3,-2,PUNT
Illinois,Big Ten,Michigan State,Big Ten,401112154,40111215427,27,true,4,53,53,12,14,4,0,0,11,6,1,8,5,53,TD
Michigan State,Big Ten,Illinois,Big Ten,401112154,40111215428,28,false,4,25,75,11,6,4,8,92,10,59,,7,1,-17,FUMBLE
Illinois,Big Ten,Michigan State,Big Ten,401112154,40111215429,29,false,4,8,8,10,59,4,12,12,9,36,1,23,3,-4,INT
Michigan State,Big Ten,Illinois,Big Ten,401112154,40111215430,30,true,4,10,90,9,36,4,55,45,4,53,4,43,8,45,INT TD
Michigan State,Big Ten,Illinois,Big Ten,401112154,40111215432,31,true,4,25,75,4,53,4,72,28,3,17,1,36,5,47,FG
Illinois,Big Ten,Michigan State,Big Ten,401112154,40111215433,32,true,4,75,75,3,17,4,0,0,0,5,3,12,13,75,TD
Michigan State,Big Ten,Illinois,Big Ten,401112154,40111215434,33,false,4,26,74,0,0,4,26,74,0,0,,,0,0,Uncategorized
Iowa,Big Ten,Illinois,Big Ten,401112155,4011121551,1,true,1,25,75,15,0,1,100,0,10,16,4,44,9,75,TD
Illinois,Big Ten,Iowa,Big Ten,401112155,4011121552,2,false,1,75,75,10,16,1,69,69,0,0,,,3,6,INT
Iowa,Big Ten,Illinois,Big Ten,401112155,4011121553,3,false,1,57,43,9,10,1,75,25,8,10,1,,5,18,MISSED FG
Illinois,Big Ten,Iowa,Big Ten,401112155,4011121554,4,true,1,75,75,8,10,1,0,0,6,26,1,44,6,75,TD
Iowa,Big Ten,Illinois,Big Ten,401112155,4011121555,5,false,1,25,75,6,26,1,25,75,0,0,,,3,0,PUNT
Illinois,Big Ten,Iowa,Big Ten,401112155,4011121556,6,false,1,79,79,5,27,1,77,77,4,1,1,26,3,2,PUNT
Iowa,Big Ten,Illinois,Big Ten,401112155,4011121557,7,false,1,44,56,4,1,1,50,50,0,0,,,3,6,PUNT
Illinois,Big Ten,Iowa,Big Ten,401112155,4011121558,8,false,1,89,89,2,34,1,65,65,0,0,,,7,24,PUNT
Iowa,Big Ten,Illinois,Big Ten,401112155,4011121559,9,true,2,25,75,14,17,2,95,5,9,34,4,43,10,70,FG
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215510,10,false,2,75,75,9,34,2,68,68,0,0,,,6,7,PUNT
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215511,11,false,2,38,62,7,14,2,66,34,0,0,,,6,28,INT
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215512,12,false,2,81,81,4,38,2,79,79,0,0,,,3,2,PUNT
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215513,13,false,2,44,56,3,58,2,71,29,2,26,1,32,5,27,MISSED FG
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215514,14,false,2,71,71,2,26,2,51,51,0,12,2,14,9,20,DOWNS
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215515,15,true,2,51,49,0,12,2,73,27,0,0,,12,2,22,FG
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215516,16,false,3,72,72,15,0,3,21,21,0,0,,,5,51,INT
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215517,17,false,3,20,80,13,1,3,40,60,0,0,,,6,20,PUNT
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215518,18,false,3,87,87,10,42,3,33,33,3,57,6,45,12,54,MISSED FG
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215519,19,true,3,33,67,3,57,4,94,6,14,8,4,49,8,61,FG
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215520,20,true,4,75,75,14,8,4,10,10,10,52,3,16,9,65,FG
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215521,21,false,4,16,84,10,52,4,25,75,0,0,,,3,9,PUNT
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215522,22,false,4,63,63,8,48,4,53,53,0,0,,,3,10,FUMBLE
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215523,23,true,4,53,47,7,46,4,89,11,2,44,5,2,9,36,FG
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215524,24,false,4,75,75,2,44,4,74,74,0,0,,,4,1,DOWNS
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215525,25,false,4,74,26,1,58,4,79,21,0,0,,,4,5,DOWNS
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215526,26,false,4,79,79,1,36,4,72,72,0,0,1,36,5,7,END OF GAME
Northwestern,Big Ten,Illinois,Big Ten,401112156,4011121561,1,false,1,82,82,15,0,1,55,55,0,0,,,7,27,PUNT
Illinois,Big Ten,Northwestern,Big Ten,401112156,4011121562,2,false,1,20,80,11,3,1,20,80,9,50,1,13,3,0,PUNT
Northwestern,Big Ten,Illinois,Big Ten,401112156,4011121563,3,true,1,60,60,9,50,1,15,15,3,5,6,45,13,45,FG
Illinois,Big Ten,Northwestern,Big Ten,401112156,4011121564,4,false,1,25,75,3,5,1,27,73,1,32,1,33,3,2,PUNT
Northwestern,Big Ten,Illinois,Big Ten,401112156,4011121565,5,false,1,45,45,1,32,1,39,39,0,0,,,4,6,INT
Illinois,Big Ten,Northwestern,Big Ten,401112156,4011121566,6,true,2,61,39,14,46,2,100,0,13,44,1,2,4,39,TD
Northwestern,Big Ten,Illinois,Big Ten,401112156,4011121567,7,true,2,75,75,13,44,2,0,0,5,20,8,24,15,75,TD
Illinois,Big Ten,Northwestern,Big Ten,401112156,4011121568,8,false,2,35,65,5,20,2,19,81,0,0,,,3,-16,PUNT
Northwestern,Big Ten,Illinois,Big Ten,401112156,4011121569,9,false,2,57,57,4,34,2,35,35,0,18,4,16,8,22,DOWNS
Illinois,Big Ten,Northwestern,Big Ten,401112156,40111215610,10,false,2,35,65,0,18,2,40,60,0,0,,18,1,5,END OF HALF
Illinois,Big Ten,Northwestern,Big Ten,401112156,40111215611,11,false,3,33,67,15,0,3,69,31,10,32,4,28,11,36,MISSED FG
Northwestern,Big Ten,Illinois,Big Ten,401112156,40111215612,12,true,3,69,69,10,32,3,0,0,8,3,2,29,6,69,TD
Illinois,Big Ten,Northwestern,Big Ten,401112156,40111215613,13,true,3,28,72,8,3,3,68,32,2,30,5,33,14,40,FG
Northwestern,Big Ten,Illinois,Big Ten,401112156,40111215614,14,true,3,83,83,2,30,4,0,0,13,28,4,2,7,83,TD
Illinois,Big Ten,Northwestern,Big Ten,401112156,40111215615,15,false,4,41,59,13,28,4,42,58,0,0,,,3,1,PUNT
Northwestern,Big Ten,Illinois,Big Ten,401112156,40111215616,16,false,4,85,85,12,15,4,18,18,6,7,6,8,9,67,MISSED FG
Illinois,Big Ten,Northwestern,Big Ten,401112156,40111215617,17,false,4,20,80,6,7,4,36,64,5,10,,57,4,16,FUMBLE
Northwestern,Big Ten,Illinois,Big Ten,401112156,40111215618,18,true,4,36,36,5,10,4,0,0,1,9,4,1,8,36,TD
Illinois,Big Ten,Northwestern,Big Ten,401112156,40111215619,19,false,4,26,74,1,9,4,63,37,0,0,1,9,5,37,INT
Ball State,Mid-American,Indiana,Big Ten,401112157,4011121571,1,false,1,35,65,15,0,1,40,60,13,13,1,47,3,5,PUNT
Indiana,Big Ten,Ball State,Mid-American,401112157,4011121572,2,true,1,90,90,13,13,1,30,30,9,44,3,29,10,60,FG
Ball State,Mid-American,Indiana,Big Ten,401112157,4011121573,3,true,1,25,75,9,44,1,95,5,3,30,6,14,13,70,FG
Indiana,Big Ten,Ball State,Mid-American,401112157,4011121574,4,true,1,78,78,3,23,1,0,0,2,41,,42,2,78,TD
Ball State,Mid-American,Indiana,Big Ten,401112157,4011121575,5,false,1,23,77,2,35,1,27,73,1,38,,57,3,4,PUNT
Indiana,Big Ten,Ball State,Mid-American,401112157,4011121576,6,false,1,79,79,1,38,1,67,67,0,29,1,9,3,12,INT
Ball State,Mid-American,Indiana,Big Ten,401112157,4011121577,7,true,1,55,45,0,29,2,100,0,13,58,1,31,5,45,TD
Indiana,Big Ten,Ball State,Mid-American,401112157,4011121578,8,false,2,73,73,13,52,2,35,35,11,21,2,31,6,38,INT
Ball State,Mid-American,Indiana,Big Ten,401112157,4011121579,9,false,2,19,81,11,21,2,69,31,6,33,4,48,11,50,DOWNS
